date,depth,mag,place,latitude,longitude,depth_avg_22,depth_avg_15,depth_avg_7,mag_avg_22,mag_avg_15,mag_avg_7,mag_outcome
2020-08-05,12.43,2.23,B.C.,32.3462013958333,-115.633986104167,11.4595454545455,10.238,6.85,1.87136363636364,1.75066666666667,1.63285714285714,
2020-08-07,9.83,1.27,B.C.,32.3462013958333,-115.633986104167,11.1477272727273,9.906,6.55857142857143,1.83636363636364,1.73133333333333,1.61,
2020-08-09,2.41,1.28,B.C.,32.3462013958333,-115.633986104167,10.7704545454545,10.08,5.80142857142857,1.82363636363636,1.708,1.58571428571428,
2020-07-30,10.0,4.8,India,22.270152,93.567868,14.375,13.0633333333333,12.4814285714286,4.70909090909091,4.79333333333333,4.6,
2020-07-31,36.21,4.3,India,22.270152,93.567868,14.6263636363636,14.8106666666667,16.2257142857143,4.70454545454545,4.67333333333333,4.62857142857143,
2020-08-07,104.2,4.3,India,22.270152,93.567868,18.9081818181818,21.0906666666667,27.2014285714286,4.71363636363636,4.62666666666667,4.55714285714286,
2020-08-09,10.0,4.8,India,22.270152,93.567868,17.5618181818182,21.0906666666667,27.2014285714286,4.73181818181818,4.60666666666667,4.58571428571428,
2020-08-10,11.24,1.87,Hawaii,19.2828551597619,-155.420908439004,19.1827275971933,17.3966670039495,24.7885717078618,1.95954545363636,1.93800000666666,1.92142857857143,
2020-08-11,-1.5900000333786,1.75,Hawaii,19.2828551597619,-155.420908439004,19.1863639573617,15.0033335768382,19.7271431098665,1.95363636272727,1.93133333866666,1.88428572285715,
2020-08-11,32.6500015258789,1.83000004,Hawaii,19.2828551597619,-155.420908439004,19.2186367297173,15.030666899999,19.2857145166397,1.94909091227273,1.92933334066666,1.88428572285715,
2020-08-11,5.21999979019165,2.35,Hawaii,19.2828551597619,-155.420908439004,18.0168185452981,15.4400002204577,15.4814287178857,1.951818185,1.96933334066666,1.90428572285715,
2020-08-11,31.2000007629395,1.90999997,Hawaii,19.2828551597619,-155.420908439004,17.8659094682607,17.5640002730688,20.1485716881071,1.95500000045454,1.97533333866666,1.91142857428572,
2020-08-11,34.6100006103516,2.00999999,Hawaii,19.2828551597619,-155.420908439004,17.9827276362072,19.9413336439133,20.7600003467287,1.95045455,1.98800000466666,1.92285714428572,
2020-08-11,31.6000003814697,1.79999995,Hawaii,19.2828551597619,-155.420908439004,19.4918185637214,20.4920003360113,20.7042861482075,1.952727275,1.87600000133333,1.93142856428572,
2020-08-08,11.0,0.9,California,38.4780011695906,-119.398860233918,8.52090909090909,7.884,6.71428571428571,1.11363636363636,1.04,0.742857142857142,
2020-08-08,7.4,1.0,California,38.4780011695906,-119.398860233918,8.04363636363636,7.85066666666666,7.09999999999999,1.11818181818182,1.02666666666667,0.799999999999999,
2020-08-08,27.8,0.9,California,38.4780011695906,-119.398860233918,8.98909090909091,9.37733333333333,10.0142857142857,1.10454545454545,1.01333333333333,0.857142857142857,
2020-08-08,2.1,0.9,California,38.4780011695906,-119.398860233918,8.45272727272727,9.13733333333333,9.58571428571428,1.09090909090909,1.00666666666667,0.871428571428571,
2020-08-09,2.5,0.9,California,38.4780011695906,-119.398860233918,8.21636363636364,8.87733333333333,9.08571428571428,1.07272727272727,1.01333333333333,0.828571428571428,
2020-08-09,3.9,1.1,California,38.4780011695906,-119.398860233918,8.14363636363636,8.36,8.57142857142856,1.11818181818182,0.866666666666666,0.8,
2020-08-10,1.2,1.3,California,38.4780011695906,-119.398860233918,7.87090909090909,7.88666666666666,7.98571428571428,1.17272727272727,0.88,0.999999999999999,
2020-08-05,131.24,4.9,Vanuatu,-15.5427875,167.646891666667,94.0309090909091,114.101333333333,117.141428571429,4.63636363636364,4.62,4.55714285714286,
2020-08-05,633.36,4.6,Vanuatu,-15.5427875,167.646891666667,121.783181818182,143.813333333333,206.192857142857,4.64090909090909,4.60666666666667,4.62857142857143,
2020-08-05,174.75,6.4,Vanuatu,-15.5427875,167.646891666667,129.271818181818,154.796666666667,207.97,4.72727272727273,4.75333333333333,4.88571428571429,
2020-08-10,-0.64,1.3,Washington,47.1719881656805,-121.835139053254,10.4922727272727,8.468,8.92142857142856,0.829545454545455,0.807333333333333,0.91,
2020-08-10,14.8,1.08,Washington,47.1719881656805,-121.835139053254,10.6613636363636,8.15066666666667,8.82714285714284,0.822727272727273,0.851333333333333,0.86,
